2.700000;6.700000;2.800000;4.743857;-3.635000;-0.002057;2.182471;1.279333;0.062486;-1.665065;1.179033;0.008242;-0.203574;9.211187;-0.703414;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
2.939886;6.519876;2.799975;4.850895;-3.569372;0.001063;2.098984;1.349467;0.062044;-1.674027;1.619768;-0.025424;-0.154948;8.421782;-0.643524;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.050000
3.185020;6.343130;2.800105;4.953749;-3.499702;0.004120;2.015109;1.440660;0.059992;-1.680565;2.021551;-0.056138;-0.106628;7.652754;-0.585274;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.100000
3.435191;6.169990;2.800385;5.052402;-3.424987;0.007038;1.930967;1.550989;0.056478;-1.684697;2.385353;-0.083976;-0.058742;6.902304;-0.528511;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.150000
3.690190;6.000731;2.800806;5.146843;-3.344316;0.009746;1.846679;1.678577;0.051641;-1.686447;2.712061;-0.109011;-0.011325;6.168628;-0.473088;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.200000
3.949805;5.835671;2.801355;5.237069;-3.256872;0.012182;1.762362;1.821590;0.045622;-1.685837;3.002466;-0.131305;0.035654;5.449920;-0.418861;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.250000
4.213826;5.675169;2.802018;5.323081;-3.161930;0.014291;1.678134;1.978231;0.038556;-1.682887;3.257272;-0.150915;0.082279;4.744380;-0.365692;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.300000
4.482043;5.519614;2.802778;5.404886;-3.058851;0.016023;1.594112;2.146734;0.030575;-1.677613;3.477093;-0.167890;0.128664;4.050220;-0.313446;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.350000
4.754245;5.369428;2.803614;5.482498;-2.947088;0.017335;1.510412;2.325366;0.021810;-1.670023;3.662454;-0.182273;0.174944;3.365665;-0.261990;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.400000
5.030223;5.225058;2.804504;5.555935;-2.826175;0.018193;1.427148;2.512413;0.012390;-1.660118;3.813790;-0.194100;0.221264;2.688954;-0.211195;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.450000
5.309769;5.086970;2.805425;5.625222;-2.695734;0.018565;1.344438;2.706184;0.002442;-1.647893;3.931451;-0.203401;0.267773;2.018344;-0.160931;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.500000
5.592677;4.955648;2.806352;5.690390;-2.555472;0.018430;1.262398;2.905001;-0.007908;-1.633335;4.015698;-0.210200;0.314619;1.352101;-0.111070;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.550000
5.878740;4.831590;2.807259;5.751475;-2.405178;0.017770;1.181144;3.107199;-0.018537;-1.616423;4.066705;-0.214513;0.361946;0.688506;-0.061486;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000
6.167757;4.715300;2.808120;5.808519;-2.244723;0.016574;1.100795;3.311119;-0.029318;-1.597130;4.084564;-0.216351;0.409894;0.025846;-0.012051;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.650000
6.459526;4.607287;2.808907;5.861571;-2.074065;0.014838;1.021471;3.515103;-0.040130;-1.575421;4.069277;-0.215718;0.458602;-0.637585;0.037361;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.700000
